"ORDER_ID","GOODS_ID","GOODS_NAME","UNIT_PRICE","QUANTITY","RETURN_QTY"
"1109543","2991","魔法士脆不可挡炫酷烤翅味干脆面/方便面50g","1.50","1","0"
"1109545","6051","五哥花生酥140g","2.80","1","0"
"1109545","4965","百事可乐2L","6.50","1","0"
"1109545","2104","洽洽香瓜子200g","6.00","1","0"
"1109545","3348","好媳妇素牛板筋麻辣素食面筋90g","2.00","1","0"
"1109545","7692","卫龙大面筋香辣味65g","2.50","1","0"
"1109551","3363","欢乐家生榨椰子汁果肉型500ml","4.80","1","0"
"1109551","4068","天马酸乌梅130g","3.00","1","0"
"1109551","2223","银鹭好粥道椰奶燕麦粥八宝粥280g","4.00","1","0"
"1109551","2851","金大洲香辣金针菇42g","3.00","1","0"
"1109552","11420","【桃李】枣沙蛋糕100g","3.50","1","0"
"1109552","6396","美好火腿肠优级56g","1.50","1","0"
"1109552","3295","菊乐酸乐奶盒装250ml","2.50","1","0"
"1109554","6595","伊利佰豆集伊利心情棒冰70g","2.00","2","0"
"1109554","3183","怡宝矿泉水纯净水桶装4.5L","8.50","1","0"
"1109554","17848","传统味道老冰棍","1.00","4","0"
"1109560","19715","好时曲奇奶香白巧克力排块40g","6.50","2","0"
"1109560","3362","百事可乐600ml","3.00","2","0"
"1109562","21463","卫龙牛味棒川香风味18g","0.50","2","0"
"1109565","3354","东莱卤鸡蛋30g","1.50","1","0"
"1109565","2526","娃哈哈AD钙奶220g*4瓶","7.00","1","0"
"1109565","5872","【桃李】鸡蛋香松包120g","4.00","1","0"
"1109565","6074","顺天缘馋嘴棒108g","2.00","1","0"
"1109565","7692","卫龙大面筋香辣味65g","2.50","1","0"
"1109565","17832","妙脆角玉米角魔力碳烧味40g","4.00","1","0"
"1109565","12304","双汇香辣香脆肠35g","1.50","1","0"
"1109565","4757","友臣肉松饼35g","1.50","1","0"
"1109566","7373","7喜冰爽柠檬味果味汽水600ml","3.50","1","0"
"1109566","5847","荷氏维果C水果硬糖青柠味34g","2.50","1","0"
"1109566","4965","百事可乐2L","6.50","1","0"
"1109590","2073","伊利纯牛奶250ml","2.50","2","0"
"1109590","5874","【桃李】手撕面包160g","5.50","1","0"
"1109590","11421","【桃李】香浓蛋糕100g","3.50","1","0"
"1109592","6044","丽芝士纳宝帝奶酪威化饼干145g","6.00","1","0"
"1109592","3354","东莱卤鸡蛋30g","1.50","1","0"
"1109592","2328","康师傅老坛酸菜牛肉面袋装118g","2.50","1","0"
"1109592","3770","康师傅泡椒牛肉面袋装99g","2.50","1","0"
"1109601","2120","苏菲口袋魔法零味感日用超薄棉柔表层卫生巾/姨妈巾240mm18片","16.50","1","0"
"1109601","4559","千禾特醋酿造食醋500ml","7.50","1","0"
"1109614","2195","雀巢1+2咖啡原味15g*7条","10.50","1","0"
"1109616","3066","好丽友派（巧克力味）204g6枚","8.80","1","0"
"1109616","3841","劲仔小鱼麻辣小鱼12g","1.00","2","0"
"1109616","6074","顺天缘馋嘴棒108g","2.00","1","0"
"1109616","18333","可口可乐罐装（新）330ml","2.50","1","0"
"1109617","3991","优乐美香芋味奶茶22g","1.00","1","0"
"1109617","2873","阿尔卑斯软糖糖果酸奶味33g条装","3.00","1","0"
"1109617","3992","优乐美麦香味奶茶22g","1.00","1","0"
"1109617","3981","口水娃兰花豆酱汁牛肉味30g","1.00","1","0"
"1109617","2423","徐福记迷你包沙琪玛松软蛋酥味糕点32g","1.80","1","0"
"1109617","3841","劲仔小鱼麻辣小鱼12g","1.00","1","0"
"1109617","2116","双汇香辣香脆肠香肠火腿肠70g","2.20","1","0"
"1109617","2312","老灶煮花生138g","4.00","1","0"
"1109620","3066","好丽友派（巧克力味）204g6枚","8.80","1","0"
"1109620","4629","三全宁波风味汤圆芝麻味500g","6.00","1","0"
"1109630","6269","代跑腿服务（娇子格调黑）","15.00","1","0"
"1109644","6028","代跑腿服务（软云）","23.00","1","0"
"1109657","3980","口水娃多味花生五香味30g","1.00","1","0"
"1109657","5857","卫龙牛味棒20g","0.50","1","0"
"1109657","2192","盼盼葱香鸡味块葱香鸡味105g","4.50","1","0"
"1109657","2082","旺旺浪味仙海苔口味薯片70g","5.50","1","0"
"1109657","11291","奥利奥夹心饼干原味116g","7.00","1","0"
"1109686","9255","香飘飘Meco牛乳茶奶茶300ml","7.50","1","0"
"1109690","3124","农夫山泉茶派（π）蜜桃乌龙茶500ml","5.00","1","0"
"1109690","18753","代跑腿服务（南京）","12.00","1","0"
"1109690","3286","农夫山泉茶派（π）柚子绿茶500ml","5.00","1","0"
"1109690","6269","代跑腿服务（娇子格调黑）","15.00","1","0"
"1109692","6025","代跑腿服务（软玉）","23.00","1","0"
"1109702","4418","思念灌汤水饺猪肉香菇饺子500g","6.50","1","0"
"1109702","4287","金龙鱼黄金比例食用调和油5L","65.00","1","0"
"1109714","6272","代跑腿服务（利群）","15.00","1","0"
"1109717","3054","康师傅老坛酸菜排骨面袋装116g","2.50","1","0"
"1109725","6270","代跑腿服务（黄鹤楼雅香金）","16.00","1","0"
"1109725","13521","雪碧清爽柠檬味汽水2L","6.50","1","0"
"1109727","3094","统一巧面馆老坛酸菜牛肉面袋装120g","2.50","1","0"
"1109727","2021","双汇润口香甜王香肠火腿肠95g","2.20","2","0"
"1109727","11291","奥利奥夹心饼干原味116g","7.00","1","0"
"1109727","2572","旺旺雪饼84g","5.00","1","0"
"1109727","2889","卫龙亲嘴烧红烧牛肉味辣条22g","0.50","2","0"
"1109740","6028","代跑腿服务（软云）","23.00","1","0"
"1109741","3859","川洋黑米锅巴麻辣味休闲食品32g","1.00","10","0"
"1109744","2880","百威啤酒罐装500ml","8.00","5","0"
"1109746","16704","可口可乐汽水888ml","4.50","1","0"
"1109746","4966","康师傅茉莉蜜茶1L","4.50","2","0"
"1109746","6028","代跑腿服务（软云）","23.00","1","0"
"1109746","9049","东鹏特饮瓶装250ml","4.00","1","0"
"1109746","6377","代跑腿服务（红双喜）","10.00","1","0"
"1109747","2931","七度空间优雅系列空气感绵面夜用卫生巾75mm5片装","5.00","1","0"
"1109747","6895","自由点瞬吸无忧薄型夜用棉柔卫生巾290mm5片","5.50","1","0"
"1109751","4901","哈尔滨啤酒冰纯ICE瓶装500ml","4.00","3","0"
"1109754","5760","宏塔龙口粉丝300g","8.00","1","0"
"1109758","6396","美好火腿肠优级56g","1.50","2","0"
"1109760","2195","雀巢1+2咖啡原味15g*7条","10.50","1","0"
"1109766","6021","代跑腿服务（蓝娇）","13.00","1","0"
"1109767","4640","红星二锅头52°500ml","12.00","1","0"
"1109767","4668","适运一次性纸杯50只装","6.50","1","0"
"1109767","2724","香飘飘奶茶香芋80g","3.50","1","0"
"1109767","5652","香飘飘奶茶草莓味80g","3.50","1","0"
"1109767","6027","代跑腿服务（紫云）","11.00","1","0"
"1109767","13414","代跑腿服务（红格调）","10.00","1","0"
"1109770","19532","一级保宁醋袋装400ml","2.50","1","0"
"1109770","5293","思念白糯小圆子小汤圆500g","6.00","1","0"
"1109770","2310","老灶煮花生320g","7.00","1","0"
"1109770","3351","洽洽焦糖瓜子108g","5.50","1","0"
"1109777","3993","优乐美奶茶原味22g","1.00","2","0"
"1109777","2725","香飘飘奶茶麦香80g","3.50","1","0"
"1109777","3992","优乐美麦香味奶茶22g","1.00","3","0"
"1109777","2890","素泡椒牛板筋辣条90g","2.00","1","0"
"1109777","3981","口水娃兰花豆酱汁牛肉味30g","1.00","1","0"
"1109777","2705","立白强效去渍洗衣皂202g","4.00","1","0"
"1109777","4013","雕牌清柠飘香透明皂/洗衣皂202g","4.00","1","0"
"1109786","5870","【桃李】天然酵母面包牛奶蛋羹味75g","4.00","1","0"
"1109786","2009","盼盼软面包奶香味200g","6.50","1","0"
"1109786","7905","盼盼法式面包奶香味200g","6.50","1","0"
"1109786","11421","【桃李】香浓蛋糕100g","3.50","1","0"
"1109787","2890","素泡椒牛板筋辣条90g","2.00","5","0"
"1109788","6460","代跑腿（万宝路爆珠）","24.00","1","0"
"1109789","2409","蒙牛真果粒芦荟牛奶250ml","3.50","1","0"
"1109789","2393","蒙牛纯牛奶250ml","2.70","2","0"
"1109789","4271","怡宝矿泉水纯净水瓶装1.5L","3.00","1","0"
"1109794","3133","乐事薯片青柠味70g","6.00","1","0"
"1109794","17413","可口可乐600ml","3.00","1","0"
"1109795","6099","喜之郎果粒爽橙汁饮料350ml","3.50","1","0"
"1109795","2461","旺仔牛奶125ml*4排装","8.00","1","0"
"1109801","2300","旺旺大米饼135g","6.00","3","0"
"1109801","3638","乐事薯片经典原味70g","6.00","2","0"
"1109801","6125","雪花啤酒天然100瓶装500ml","5.00","4","0"
"1109801","3844","乐吧薯片咖喱牛肉味50g","2.00","1","0"
"1109801","6538","京都鸡蛋面包干90g","7.00","2","0"
"1109801","2140","嘉顿威化饼干花生味50g","3.00","1","0"
"1109801","4912","新家园烤馍锅巴饼干烤馍片（口味随机）63g","2.00","3","0"
"1109801","2441","徐福记迷你包沙琪玛松软蛋黄味糕点 32g","2.00","3","0"
"1109824","6269","代跑腿服务（娇子格调黑）","15.00","2","0"
"1109825","20222","正宗椰树牌椰汁带盖1L（新）","13.50","1","0"
"1109825","3126","农夫山泉茶派（π）西柚茉莉花茶500ml","5.00","1","0"
"1109825","3125","农夫山泉茶派（π）柠檬红茶500ml","5.00","1","0"
"1109838","5073","梅林午餐肉罐头198g","9.00","1","0"
"1109839","6025","代跑腿服务（软玉）","23.00","1","0"
"1109839","6460","代跑腿（万宝路爆珠）","24.00","1","0"
"1109845","12340","仙笛棉花糖100g","3.50","1","0"
"1109845","2124","旺仔QQ糖草莓味70g","3.00","2","0"
"1109847","6273","代跑腿服务（硬天子金）","20.00","1","0"
"1109847","3362","百事可乐600ml","3.00","1","0"
"1109861","2090","旺旺小小酥葱香鸡肉味60g","3.00","1","0"
"1109861","2999","有友玩味豆腐干卤香味90g","3.00","1","0"
"1109861","4506","久大加碘精纯盐350g","2.50","1","0"
"1109861","4295","兴龙峡珍珠米5kg","33.00","1","0"
"1109863","3295","菊乐酸乐奶盒装250ml","2.50","2","0"
"1109863","2618","饭扫光野竹笋下饭菜/拌饭菜280g","8.50","1","0"
"1109877","6270","代跑腿服务（黄鹤楼雅香金）","16.00","1","0"
"1109877","3182","正宗椰树牌椰子汁植物蛋白饮料盒装245ml","4.50","2","0"
"1109877","3362","百事可乐600ml","3.00","1","0"
"1109878","4942","三全灌汤饺子猪肉白菜水饺500g","6.80","1","0"
"1109879","2117","双汇玉米热狗肠香肠火腿肠70g","2.20","2","0"
"1109879","3362","百事可乐600ml","3.00","1","0"
"1109879","3049","统一巧面馆老坛酸菜牛肉面红油味面桶装125g","4.00","1","0"
"1109879","2174","康师傅酸辣牛肉面桶装129g","4.00","1","0"
"1109879","4077","洽洽山核桃味瓜子108g","7.00","1","0"
"1109879","2732","水溶C100柠檬味水饮料445ml","5.00","1","0"
"1109880","4592","窝窝醪糟甜酒米酒400g","8.00","1","0"
"1109880","5682","香雪细滑挂面2kg","14.00","1","0"
"1109880","4470","保宁醋酿造食醋特级440ml","7.00","1","0"
"1109880","4584","海天特级金标生抽酱油500ml","9.50","1","0"
"1109880","5683","香雪筋爽挂面2kg","14.00","1","0"
"1109880","4588","李锦记蒸鱼豉油207ml","7.50","1","0"
"1109880","4419","思念黑芝麻汤圆500g","6.50","3","0"
"1109884","6025","代跑腿服务（软玉）","23.00","1","0"
"1109888","3087","魔法士脆不可挡疯狂烤肉味干脆面/方便面50g","1.50","1","0"
"1109888","3957","得益绿色红烧牛肉自热方便米饭420g","12.00","1","0"
"1109888","4511","美好火腿肠30g","1.00","2","0"
"1109897","6026","代跑腿服务（爱喜薄荷）","10.00","1","0"
"1109901","21567","鲲乐重庆小面","0.50","1","0"
"1109901","21563","麦凯奇红油辣肠26g","0.50","1","0"
"1109918","2411","沈师傅鸡蛋干酱香味100g","3.50","1","0"
"1109918","2811","张君雅小妹妹五香海苔休闲丸子80g","7.00","1","0"
"1109918","2718","丹麦葡萄干曲奇饼干90g","9.00","1","0"
"1109920","6460","代跑腿（万宝路爆珠）","25.00","1","0"
"1109926","2043","有友泡椒凤爪泡椒鸡爪210g","10.00","1","0"
"1109926","2851","金大洲香辣金针菇42g","3.00","1","0"
"1109926","12368","金磨坊鱼豆腐烧烤味23g","1.00","1","0"
"1109926","3073","有友猪皮晶山椒味泡椒味60g","3.00","1","0"
"1109926","20757","邬辣妈香辣脆皮小吃90g","2.90","1","0"
"1109926","12371","金磨坊素毛肚老坛酸菜味22g","1.00","1","0"
"1109926","3024","旺旺泡芙夹心饼干草莓味18g","1.00","1","0"
"1109934","5918","【桃李】布雪蛋糕40g","2.00","1","0"
"1109934","2178","康师傅酸萝卜老鸭汤面桶装125g","4.00","1","0"
"1109934","9255","香飘飘Meco牛乳茶奶茶300ml","7.50","1","0"
"1109934","2889","卫龙亲嘴烧红烧牛肉味辣条22g","0.50","1","0"
"1109934","3840","劲仔小鱼香辣小鱼12g","1.00","1","0"
"1109934","12369","金磨坊鱼豆腐麻辣味22g","1.00","1","0"
"1109934","12368","金磨坊鱼豆腐烧烤味23g","1.00","1","0"
"1109934","3073","有友猪皮晶山椒味泡椒味60g","3.00","1","0"
"1109934","4511","美好火腿肠30g","1.00","1","0"
"1109934","11120","旺仔牛奶罐装245ml","5.00","1","0"
"1109934","6021","代跑腿服务（蓝娇）","13.00","1","0"
"1109935","18357","张奇龙独门拉丝爽酱香味22g","1.50","1","0"
"1109935","21564","羅斌哆来咪烧烤味24g","0.50","1","0"
"1109941","6460","代跑腿（万宝路爆珠）","24.00","1","0"
"1109942","4621","思念醇香黑芝麻水磨汤圆500g","6.00","1","0"
"1109955","6021","代跑腿服务（蓝娇）","13.00","2","0"
"1109955","2749","张君雅小妹妹休闲丸子日式风味80g","7.00","1","0"
"1109955","3859","川洋黑米锅巴麻辣味休闲食品32g","1.00","1","0"
"1109955","3028","百事奇多粟米棒奇多日式牛排味60g","3.50","1","0"
"1109960","4417","思念灌汤水饺猪肉韭菜饺子500g","6.00","1","0"
"1109961","4099","唯怡植物蛋白饮品豆奶1.45L","12.00","1","0"
"1109965","4099","唯怡植物蛋白饮品豆奶1.45L","12.00","1","0"
"1109965","3111","康师傅酸萝卜老鸭汤方便面袋装116g","2.50","1","0"
"1109965","2175","康师傅酸辣牛肉面袋装118g","2.50","1","0"
"1109965","3287","农夫山泉长白山矿泉水535ml","3.00","1","0"
"1109965","4101","RIO3度柠檬朗姆味鸡尾酒小罐装330ml","6.00","1","0"
"1109965","2034","怡宝矿泉水纯净水555ml","1.50","2","0"
"1109969","5754","李锦记薄盐生抽酱油500ml","8.50","1","0"
"1109969","13334","汰渍全效炫白无磷增白皂238g（肥皂）","5.00","2","0"
"1109973","6025","代跑腿服务（软玉）","23.00","2","0"
"1109977","8938","农夫山泉饮用天然水5L","10.00","1","0"
"1109978","11104","代跑腿服务（娇子祥云）","20.00","1","0"
"1109981","2282","农夫山泉矿泉水550ml","1.50","1","0"
"1109983","4965","百事可乐2L","6.50","1","0"
"1109984","5754","李锦记薄盐生抽酱油500ml","8.50","1","0"
"1109991","13576","千唯UU印花抽纸方抽80张","1.50","1","0"
"1109995","11339","【桃李】铜锣烧豆沙馅70g","2.50","2","0"
"1109995","5878","【桃李】夹馅面包120g","4.00","1","0"
"1109996","4099","唯怡植物蛋白饮品豆奶1.45L","12.00","1","0"
"1109996","3295","菊乐酸乐奶盒装250ml","2.50","3","0"
"1109997","6028","代跑腿服务（软云）","23.00","2","0"
"1110002","9226","香飘飘雪糯椰浆奶茶82g","5.00","1","0"
"1110002","2393","蒙牛纯牛奶250ml","2.50","5","0"
"1110002","2726","香飘飘奶茶红豆味64g","4.50","1","0"
"1110002","5652","香飘飘奶茶草莓味80g","3.50","1","0"
"1110002","9228","香飘飘芒果布丁奶茶80g","5.00","1","0"
"1110003","5003","坤能泡椒臭干子（面制素食）80g","2.00","1","0"
"1110003","6054","法丽兹焦糖饼干抹茶味144g","5.50","1","0"
"1110003","5800","达利熊字饼115g","3.50","1","0"
"1110003","3959","泓一Q点蔓越莓蛋糕白巧克力味28g","1.00","1","0"
"1110003","2888","卫龙亲嘴烧川香风味辣条22g","0.50","2","0"
"1110003","2328","康师傅老坛酸菜牛肉面袋装118g","2.50","1","0"
"1110003","3354","东莱卤鸡蛋30g","1.50","1","0"
"1110003","4511","美好火腿肠30g","1.00","1","0"
"1110004","6028","代跑腿服务（软云）","23.00","1","0"
"1110005","4946","康师傅冰红茶1L","4.00","1","0"
"1110005","6269","代跑腿服务（娇子格调黑）","15.00","1","0"
"1110006","21462","代跑腿服务（黄金叶细支）","18.00","1","0"
"1110010","4967","美汁源果粒橙1.25L","7.00","1","0"
"1110012","2933","苏菲口袋魔法棉柔日用超薄森呼吸卫生巾/姨妈巾9片装","8.50","1","0"
"1110012","3299","洁柔抽纸可湿水古龙水香3层150抽*3包（抽纸）","15.00","1","0"
"1110013","13071","白家陈记红味肥肠方便粉丝桶装108g","5.50","1","0"
"1110013","10103","好丽友呀土豆薯条蜂蜜黄油味40g","4.00","1","0"
"1110013","4084","乌江凉拌海带丝鲜香味50g","2.00","1","0"
"1110013","3354","东莱卤鸡蛋30g","1.50","1","0"
"1110014","21564","羅斌哆来咪烧烤味24g","0.50","1","0"
"1110019","5120","二姐家常卤料56g","2.50","2","0"
"1110022","2814","红牛维生素功能饮料250ml","6.00","6","0"
"1110039","5878","【桃李】夹馅面包120g","4.00","1","0"
"1110039","3759","康师傅泡椒牛肉面桶装109g","4.00","1","0"
"1110040","5870","【桃李】天然酵母面包牛奶蛋羹味75g","4.00","3","0"
"1110046","4296","兴龙峡珍珠米10kg","60.00","2","0"
"1110053","4497","金龙鱼优质东北大米 真空 5kg","43.00","1","0"
"1110067","5743","爱选冰糖一级300g","4.50","1","0"
"1110067","5311","杜蕾斯超薄装12只装","58.00","1","0"
"1110068","6273","代跑腿服务（硬天子金）","20.00","1","0"
"1110073","4550","三养火鸡面140g","6.50","2","0"
"1110074","3183","怡宝矿泉水纯净水桶装4.5L","9.00","1","0"
"1110078","4417","思念灌汤水饺猪肉韭菜饺子500g","6.00","2","0"
"1110084","3758","康师傅麻辣牛肉面桶装103g","4.00","2","0"
"1110084","2181","康师傅香菇炖鸡面桶装104g","4.00","1","0"
"1110084","2623","银鹭好粥道黑米粥八宝粥280g","3.80","1","0"
"1110084","2174","康师傅酸辣牛肉面桶装129g","4.00","2","0"
"1110084","3943","康师傅麻辣牛肉面袋装101g","2.50","1","0"
"1110084","3354","东莱卤鸡蛋30g","1.50","3","0"
"1110084","3942","康师傅红烧牛肉面袋装103g","2.50","1","0"
"1110087","13083","白家陈记酸菜鱼味粉丝袋装108克","4.50","1","0"
"1110089","2183","康师傅香锅牛肉面桶装124g","4.00","1","0"
"1110089","3354","东莱卤鸡蛋30g","1.50","1","0"
"1110089","4511","美好火腿肠30g","1.00","1","0"
"1110094","4511","美好火腿肠30g","1.00","5","0"
"1110108","6026","代跑腿服务（爱喜薄荷）","10.00","1","0"
"1110115","6020","代跑腿服务（X娇）","10.00","1","0"
"1110122","6452","陈克明特一银丝面条挂面1kg","10.00","1","0"
"1110125","4790","新时达双面胶0.9cm","1.00","3","0"
"1110137","6072","正尚口水鸡（豆制素食）80g","2.00","2","0"
"1110137","2887","卫龙亲嘴烧麦辣鸡汁味辣条22g","0.50","3","0"
"1110137","5003","坤能泡椒臭干子（面制素食）80g","2.00","1","0"
"1110137","2912","甜甜乐星球杯巧克力浆+饼干粒20g","0.50","4","0"
"1110137","12441","老农夫宫保鸡丁（酱卤肉制品）70g","4.00","1","0"
"1110137","6118","不二家棒棒糖1支","1.00","2","0"
"1110137","2713","Richeese丽芝士纳宝帝奶酪威化饼干58g","2.50","1","0"
"1110137","3350","法丽兹曲奇饼干抹茶慕斯巧克力味58g","4.00","1","0"
"1110137","12367","金磨坊手撕素肉卷香辣牛肉味26g","1.00","2","0"
"1110143","6090","农夫山庄无核葡萄干180g","9.00","1","0"
"1110152","6389","川红锦料酒调味料酒瓶装500ml","6.00","1","0"
"1110152","4508","莎麦鸡精100g","4.00","1","0"
"1110153","3018","旺仔QQ糖水蜜桃味70g","1.50","1","0"
"1110153","2184","康师傅香锅牛肉面袋装104g","2.50","1","0"
"1110153","3354","东莱卤鸡蛋30g","1.50","1","0"
"1110158","6083","正林瓜子125g","6.00","1","0"
"1110158","3758","康师傅麻辣牛肉面桶装103g","4.00","1","0"
"1110158","4511","美好火腿肠30g","1.00","2","0"
"1110173","4901","哈尔滨啤酒冰纯ICE瓶装500ml","4.00","3","0"
"1110176","3959","泓一Q点蔓越莓蛋糕白巧克力味28g","1.00","1","0"
"1110176","3073","有友猪皮晶山椒味泡椒味60g","3.00","1","0"
"1110176","18360","雪碧柠檬味汽水罐装330ml","2.50","1","0"
"1110176","11454","美汁源爽粒葡萄+玫瑰味420ml","4.00","1","0"
"1110176","3024","旺旺泡芙夹心饼干草莓味18g","1.00","1","0"
"1110180","3942","康师傅红烧牛肉面袋装103g","2.50","2","0"
"1110180","2328","康师傅老坛酸菜牛肉面袋装118g","2.50","1","0"
"1110180","4085","鱼泉鲜香榨菜鲜香原味70g","1.50","2","0"
"1110184","3183","怡宝矿泉水纯净水桶装4.5L","8.50","13","0"
"1110185","3835","达利园法式软面包香橙味200g","6.50","1","0"
"1110185","2572","旺旺雪饼84g","5.00","1","0"
"1110185","2089","旺旺仙贝52g","4.50","1","0"
"1110185","2092","旺旺小小酥原味60g","3.00","1","0"
"1110193","4475","建华香油调和型450ml","16.00","1","0"
"1110196","2028","炫迈炫动口香糖薄荷味6片装10.8g","3.50","1","0"
"1110196","3126","农夫山泉茶派（π）西柚茉莉花茶500ml","5.00","1","0"
"1110196","6025","代跑腿服务（软玉）","23.00","1","0"
"1110201","4085","鱼泉鲜香榨菜鲜香原味70g","1.50","2","0"
"1110201","3361","雪花啤酒勇闯天涯听装500ml","4.50","3","0"
"1110201","6271","代跑腿服务（宽窄）","30.00","2","0"
"1110215","2993","老程华奇味花生140g","4.50","1","0"
"1110220","2282","农夫山泉矿泉水550ml","1.50","4","0"
"1110220","17862","零度可口可乐500ml","3.00","1","0"
"1110234","6029","代跑腿服务（软蓝黄鹤楼）","20.00","1","0"
"1110234","6026","代跑腿服务（爱喜薄荷）","10.00","1","0"
"1110234","3362","百事可乐600ml","3.00","1","0"
"1110235","2731","金罐加多宝凉茶罐装310ml","3.00","1","0"
"1110235","3362","百事可乐600ml","3.00","1","0"
"1110235","4271","怡宝矿泉水纯净水瓶装1.5L","3.00","4","0"
"1110235","2031","雪碧清爽柠檬味汽水500ml","3.00","1","0"
"1110235","5978","养元六个核桃240ml","4.00","5","0"
"1110235","4090","光明风味酸牛奶芦荟味160g","3.50","1","0"
"1110235","3130","伊利舒化无乳糖牛奶低脂型250ml","4.00","2","0"
"1110235","2401","蒙牛特仑苏纯牛奶250ml","4.50","3","0"
"1110235","2393","蒙牛纯牛奶250ml","2.50","5","0"
"1110235","3295","菊乐酸乐奶盒装250ml","2.50","5","0"
"1110236","2723","香飘飘奶茶原味80g","3.50","1","0"
"1110236","6029","代跑腿服务（软蓝黄鹤楼）","19.00","1","0"
"1110240","2092","旺旺小小酥原味60g","3.00","1","0"
"1110240","3076","百事奇多粟米棒美式火鸡味60g","3.50","1","0"
"1110240","5918","【桃李】布雪蛋糕40g","2.00","1","0"
"1110240","5870","【桃李】天然酵母面包牛奶蛋羹味75g","4.00","1","0"
"1110240","7642","名仁6个柠檬375ml","3.50","1","0"
"1110240","2148","洁柔古龙水香手帕纸12包","7.50","1","0"
"1110271","4466","李锦记精选生抽酱油500ml","9.00","1","0"
"1110271","12579","农心辛拉面香菇牛肉面袋装120g","5.50","1","0"
"1110271","4832","建华花椒油瓶装230ml","11.50","1","0"
"1110271","6044","丽芝士纳宝帝奶酪威化饼干145g","6.00","1","0"
"1110271","7692","卫龙大面筋香辣味65g","2.50","1","0"
"1110284","4985","赖汤圆黑芝麻汤圆500g","6.00","1","0"
"1110286","6389","川红锦料酒调味料酒瓶装500ml","6.00","1","0"
"1110292","6028","代跑腿服务（软云）","23.00","1","0"
"1110295","17831","星巴克原味咖啡条装30g","2.00","1","0"
"1110295","9228","香飘飘芒果布丁奶茶80g","5.00","1","0"
"1110295","2073","伊利纯牛奶250ml","2.50","1","0"
"1110295","20289","唐啵虎阿萨姆味奶茶","2.00","1","0"
"1110295","17830","星巴克卡布其诺味条装30g","2.00","1","0"
"1110295","20287","唐啵虎抹茶味奶茶","2.00","1","0"
"1110295","20288","唐啵虎招牌味奶茶","2.00","1","0"
"1110296","6028","代跑腿服务（软云）","23.00","1","0"
"1110299","4918","福字贺字大号红包","1.00","1","0"
"1110301","18333","可口可乐罐装（新）330ml","2.50","1","0"
"1110304","6471","苏菲超熟睡AIR气垫夜用卫生巾420mm4片","9.50","1","0"
"1110304","2119","苏菲弹力贴身柔棉感日用纤巧卫生巾/姨妈巾10片","8.50","1","0"
"1110322","11293","代跑腿服务（娇子格调白）","18.00","1","0"
"1110322","4782","泸花HU-009中性笔0.55mm","1.00","1","0"
"1110322","5697","晨光Q7C中性笔红色0.5mm","1.50","1","0"
"1110328","6118","不二家棒棒糖1支","1.00","2","0"
"1110328","3303","洁柔布艺圆点抽取式面巾纸200抽","13.00","1","0"
"1110329","3018","旺仔QQ糖水蜜桃味70g","3.00","1","0"
"1110329","2411","沈师傅鸡蛋干酱香味100g","3.50","1","0"
"1110329","3009","格力高百醇红酒巧克力味48g","5.50","1","0"
"1110329","4757","友臣肉松饼35g","1.50","1","0"
"1110332","2047","子弟薯片纯香原味45g","2.50","1","0"
"1110332","13521","雪碧清爽柠檬味汽水2L","6.50","1","0"
"1110332","4271","怡宝矿泉水纯净水瓶装1.5L","3.00","1","0"
"1110334","2172","康师傅麻辣笋子牛肉面袋装110g","2.50","1","0"
"1110334","4511","美好火腿肠30g","1.00","2","0"
"1110334","3098","统一巧面馆麻辣笋子牛肉面袋装112g","2.50","1","0"
"1110334","6377","代跑腿服务（红双喜）","10.00","1","0"
"1110334","6028","代跑腿服务（软云）","23.00","1","0"
"1110343","20771","巧大娘巧乐鱿鱼麻辣味小吃15g","1.50","1","0"
"1110343","3354","东莱卤鸡蛋30g","1.50","1","0"
"1110343","3073","有友猪皮晶山椒味泡椒味60g","3.00","1","0"
"1110345","6161","立白新金桔洗洁精1.29kg","11.50","1","0"
"1110345","20649","功夫山楂25g","1.50","1","0"
"1110347","5865","【桃李】鸡腿汉堡包140g","5.50","1","0"
"1110347","5869","【桃李】小热狗95g","4.00","1","0"
"1110354","2187","可比克薯片蕃茄味60g","3.50","1","0"
"1110354","5869","【桃李】小热狗95g","4.00","1","0"
"1110354","7692","卫龙大面筋香辣味65g","2.50","1","0"
"1110354","3122","子弟薯片浓香红烩味45g","3.50","1","0"
"1110354","9229","子弟薯片巴西烤肉味45g","3.50","1","0"
"1110354","20754","贤哥红烧素肉卷109g","3.50","1","0"
"1110354","3933","甘源牌蟹黄味瓜子仁75g","3.50","1","0"
"1110354","3028","百事奇多粟米棒奇多日式牛排味60g","3.50","1","0"
"1110357","2043","有友泡椒凤爪泡椒鸡爪210g","10.00","1","0"
"1110357","2889","卫龙亲嘴烧红烧牛肉味辣条22g","0.50","1","0"
"1110357","2310","老灶煮花生320g","7.00","1","0"
"1110357","2066","子弟薯片黑椒牛扒味45g","3.50","1","0"
"1110357","12400","新家园烤馍锅巴孜然味63g","2.00","1","0"
"1110357","2986","乐事薯片意大利香浓红烩味70g","6.00","1","0"
"1110357","16821","好丽友蛋黄派两枚盒装46g","4.00","1","0"
"1110357","2887","卫龙亲嘴烧麦辣鸡汁味辣条22g","0.50","1","0"
"1110357","3073","有友猪皮晶山椒味泡椒味60g","3.00","1","0"
